"graph","type","node","measure","value"
"graph 1","PCC","sleep","Strength",-0.84792188866822
"graph 1","PCC","urge_restrict","Strength",-0.85022703508728
"graph 1","PCC","wtshdiss","Strength",1.26940841659418
"graph 1","PCC","overvalwtsh","Strength",-0.0873647293941626
"graph 1","PCC","feelfat","Strength",1.20829727831582
"graph 1","PCC","bodycheck","Strength",-0.692192041760336
"graph 1","PDC","sleep","InStrength",0.749715000640353
"graph 1","PDC","urge_restrict","InStrength",0.974901383898578
"graph 1","PDC","wtshdiss","InStrength",-1.70770731969673
"graph 1","PDC","overvalwtsh","InStrength",-0.62021524926686
"graph 1","PDC","feelfat","InStrength",0.349477187791905
"graph 1","PDC","bodycheck","InStrength",0.253828996632753
"graph 1","PDC","sleep","OutStrength",-1.50434377003091
"graph 1","PDC","urge_restrict","OutStrength",-0.186573741418941
"graph 1","PDC","wtshdiss","OutStrength",1.50403027294748
"graph 1","PDC","overvalwtsh","OutStrength",0.339221429780728
"graph 1","PDC","feelfat","OutStrength",-0.471994688980624
"graph 1","PDC","bodycheck","OutStrength",0.319660497702263
