"graph","type","node","measure","value"
"graph 1","PCC","tired","Strength",0.343756581456892
"graph 1","PCC","sleep","Strength",-1.4542873946555
"graph 1","PCC","highstand","Strength",0.21796889897795
"graph 1","PCC","relax","Strength",0.570202907876542
"graph 1","PCC","anxiety","Strength",1.24337175154872
"graph 1","PCC","urge_restrict","Strength",-0.921012745204601
"graph 1","PDC","tired","InStrength",-0.291808774659093
"graph 1","PDC","sleep","InStrength",-0.19793823851259
"graph 1","PDC","highstand","InStrength",1.40582036773981
"graph 1","PDC","relax","InStrength",-0.46825951376541
"graph 1","PDC","anxiety","InStrength",-1.35964491751498
"graph 1","PDC","urge_restrict","InStrength",0.911831076712266
"graph 1","PDC","tired","OutStrength",0.546961920807193
"graph 1","PDC","sleep","OutStrength",-2.00687939071374
"graph 1","PDC","highstand","OutStrength",0.199843377139193
"graph 1","PDC","relax","OutStrength",0.332287882853504
"graph 1","PDC","anxiety","OutStrength",0.678976263507918
"graph 1","PDC","urge_restrict","OutStrength",0.248809946405931
