"graph","type","node","measure","value"
"graph 1","PCC","shame","Strength",0.680435103833459
"graph 1","PCC","guilty","Strength",1.74339749096709
"graph 1","PCC","mistakes","Strength",-0.636496933472113
"graph 1","PCC","agitated","Strength",-0.584812011949905
"graph 1","PCC","badperson","Strength",-0.484197187280761
"graph 1","PCC","tired","Strength",-0.718326462097772
"graph 1","PDC","shame","InStrength",1.32132912379133
"graph 1","PDC","guilty","InStrength",-1.75135428663176
"graph 1","PDC","mistakes","InStrength",-0.171421147130411
"graph 1","PDC","agitated","InStrength",0.225929538362485
"graph 1","PDC","badperson","InStrength",0.0537589073543759
"graph 1","PDC","tired","InStrength",0.321757864253979
"graph 1","PDC","shame","OutStrength",0.0680329600504635
"graph 1","PDC","guilty","OutStrength",-0.628029879111649
"graph 1","PDC","mistakes","OutStrength",-0.656142558739695
"graph 1","PDC","agitated","OutStrength",-0.627777248533977
"graph 1","PDC","badperson","OutStrength",1.9408568392912
"graph 1","PDC","tired","OutStrength",-0.0969401129563413
